age,gender,senior_citizen,has_partner,has_dependents,tenure_months,contract_type,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,paperless_billing,payment_method,monthly_charges,total_charges,data_usage_gb,num_tech_tickets,num_admin_tickets,satisfaction_score,num_services,avg_monthly_spend,charge_per_service,is_high_value,tenure_group,ticket_total,has_any_ticket,charge_x_tenure,low_satisfaction
49,Female,0,1,0,18,Two Year,1,No,DSL,Yes,No,No,No,Yes,Yes,1,Electronic Check,73.49,1326.63,22.76,0,0,4.2,4,73.70166666666667,18.3725,73.49,13-24 mo,0,0,1322.82,0
50,Male,0,1,0,4,Month-to-Month,1,No,DSL,No,No,No,No,No,Yes,1,Electronic Check,56.57,208.79,27.04,1,0,2.0,2,52.1975,28.285,56.57,0-12 mo,1,1,226.28,1
51,Female,0,1,0,38,Month-to-Month,1,Yes,Fiber Optic,Yes,Yes,No,No,No,No,1,Mailed Check,77.22,2911.05,15.95,0,1,4.3,3,76.60657894736842,25.74,77.22,25-48 mo,1,1,2934.36,0
55,Male,0,1,0,12,Two Year,1,Yes,DSL,No,No,Yes,No,Yes,Yes,1,Electronic Check,81.09,920.74,9.23,4,2,1.4,4,76.72833333333334,20.2725,81.09,0-12 mo,6,1,973.08,1
38,Male,0,0,0,24,Month-to-Month,1,Yes,Fiber Optic,No,No,No,No,No,No,1,Bank Transfer,77.45,1843.07,40.87,1,0,3.3,1,76.79458333333334,77.45,77.45,13-24 mo,1,1,1858.8000000000002,0
48,Female,0,1,1,7,Month-to-Month,1,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,1,Electronic Check,88.19,610.34,12.95,2,1,3.8,4,87.19142857142857,22.0475,88.19,0-12 mo,3,1,617.3299999999999,0
43,Male,0,0,0,26,Month-to-Month,1,Yes,Fiber Optic,Yes,No,No,Yes,Yes,Yes,1,Credit Card,110.34,2894.77,15.88,0,0,2.2,5,111.33730769230769,22.068,110.34,25-48 mo,0,0,2868.84,1
24,Female,0,0,0,65,One Year,1,Yes,DSL,Yes,Yes,Yes,No,No,Yes,0,Mailed Check,79.73,5167.28,26.35,1,1,2.9,5,79.49661538461538,15.946000000000002,79.73,49+ mo,2,1,5182.45,1
20,Male,0,0,0,1,Month-to-Month,1,No,DSL,Yes,Yes,Yes,No,Yes,No,0,Electronic Check,68.99,94.75,17.45,0,0,3.2,5,94.75,13.797999999999998,68.99,0-12 mo,0,0,68.99,0
61,Female,1,1,0,19,Month-to-Month,1,Yes,Fiber Optic,Yes,No,No,Yes,No,Yes,0,Mailed Check,92.23,1764.02,55.71,2,1,3.0,4,92.84315789473685,23.0575,92.23,13-24 mo,3,1,1752.3700000000001,0
33,Male,0,1,1,12,Two Year,1,Yes,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,1,Credit Card,40.3,493.81,0.0,0,1,4.8,1,41.15083333333333,40.3,40.3,0-12 mo,1,1,483.59999999999997,0
41,Female,0,0,0,72,Month-to-Month,1,No,DSL,Yes,No,No,No,No,Yes,1,Electronic Check,59.72,4299.84,12.65,0,0,3.5,3,59.72,19.906666666666666,59.72,49+ mo,0,0,4299.84,0
40,Male,0,0,0,57,Two Year,1,No,Fiber Optic,No,No,No,No,No,No,0,Electronic Check,78.88,4462.1,35.45,2,1,1.5,1,78.28245614035089,78.88,78.88,49+ mo,3,1,4496.16,1
39,Female,0,1,0,1,Month-to-Month,1,Yes,DSL,No,Yes,Yes,No,No,No,0,Electronic Check,62.68,62.68,0.93,2,1,3.9,3,62.68,20.893333333333334,62.68,0-12 mo,3,1,62.68,0
34,Female,0,1,0,72,Month-to-Month,1,No,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,1,Bank Transfer,31.73,2284.56,0.0,4,2,3.4,1,31.73,31.73,31.73,49+ mo,6,1,2284.56,0
44,Male,0,0,0,72,Month-to-Month,0,No Phone,Fiber Optic,No,No,No,No,Yes,No,1,Bank Transfer,79.4,5716.8,3.46,2,0,4.5,1,79.4,79.4,79.4,49+ mo,2,1,5716.8,0
24,Male,0,0,0,5,Two Year,1,No,DSL,No,No,Yes,No,Yes,Yes,0,Electronic Check,59.55,260.04,50.41,1,0,4.2,4,52.008,14.8875,59.55,0-12 mo,1,1,297.75,0
27,Male,0,1,0,7,One Year,1,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,1,Bank Transfer,111.79,799.3,3.62,3,1,4.5,4,114.18571428571428,27.9475,111.79,0-12 mo,4,1,782.5300000000001,0
32,Male,0,1,0,11,One Year,1,No,Fiber Optic,No,Yes,Yes,No,Yes,Yes,1,Credit Card,94.27,1074.16,6.95,2,0,3.9,5,97.6509090909091,18.854,94.27,0-12 mo,2,1,1036.97,0
28,Male,0,0,0,29,Month-to-Month,1,No,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,1,Electronic Check,31.48,903.57,0.0,2,3,2.6,1,31.157586206896553,31.48,31.48,25-48 mo,5,1,912.92,1
46,Female,0,1,0,5,Month-to-Month,1,No,Fiber Optic,Yes,No,No,Yes,No,No,0,Mailed Check,84.8,416.11,2.49,2,0,4.1,3,83.22200000000001,28.266666666666666,84.8,0-12 mo,2,1,424.0,0
29,Female,0,1,0,28,Two Year,1,Yes,Fiber Optic,Yes,No,No,No,Yes,No,0,Electronic Check,91.55,2562.41,5.8,0,0,2.9,3,91.51464285714285,30.516666666666666,91.55,25-48 mo,0,0,2563.4,1
36,Male,0,0,0,44,One Year,1,Yes,DSL,No,Yes,No,Yes,Yes,No,1,Electronic Check,71.97,3153.48,2.37,0,1,4.6,4,71.67,17.9925,71.97,25-48 mo,1,1,3166.68,0
83,Female,1,0,1,15,Month-to-Month,1,Yes,DSL,Yes,Yes,No,No,No,No,0,Bank Transfer,56.8,853.81,10.47,1,1,2.2,3,56.92066666666666,18.933333333333334,56.8,13-24 mo,2,1,852.0,1
66,Male,1,1,0,32,Month-to-Month,1,Yes,DSL,No,No,Yes,Yes,No,Yes,1,Electronic Check,63.23,2026.77,12.34,1,1,2.2,4,63.3365625,15.8075,63.23,25-48 mo,2,1,2023.36,1
57,Female,0,0,0,2,Month-to-Month,1,No,Fiber Optic,Yes,No,No,No,Yes,Yes,1,Bank Transfer,96.78,210.02,47.74,2,0,4.2,4,105.01,24.195,96.78,0-12 mo,2,1,193.56,0
27,Female,0,1,0,1,Month-to-Month,1,No,Fiber Optic,No,No,No,No,Yes,No,1,Electronic Check,75.0,75.44,24.68,1,1,2.6,2,75.44,37.5,75.0,0-12 mo,2,1,75.0,1
41,Male,0,1,0,2,Two Year,1,No,Fiber Optic,Yes,Yes,Yes,No,No,No,0,Credit Card,89.62,187.7,7.42,3,1,1.0,4,93.85,22.405,89.62,0-12 mo,4,1,179.24,1
65,Male,1,0,0,72,Month-to-Month,1,No,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,1,Credit Card,31.74,2268.19,0.0,0,0,1.7,1,31.50263888888889,31.74,31.74,49+ mo,0,0,2285.2799999999997,1
21,Female,0,0,0,59,Month-to-Month,1,Yes,Fiber Optic,Yes,No,No,Yes,No,No,1,Credit Card,85.69,5077.42,3.52,1,0,4.2,3,86.05796610169492,28.563333333333333,85.69,49+ mo,1,1,5055.71,0
35,Male,0,1,1,7,Two Year,1,Yes,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,1,Credit Card,34.57,228.74,0.0,0,1,5.0,1,32.67714285714286,34.57,34.57,0-12 mo,1,1,241.99,0
45,Female,0,1,1,52,Month-to-Month,1,Yes,DSL,Yes,Yes,No,Yes,No,No,0,Electronic Check,71.81,3749.4,7.28,2,2,3.5,4,72.10384615384615,17.9525,71.81,49+ mo,4,1,3734.12,0
57,Female,0,0,1,7,Month-to-Month,1,Yes,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,1,Bank Transfer,48.74,360.52,0.0,4,1,3.5,1,51.50285714285714,48.74,48.74,0-12 mo,5,1,341.18,0
36,Female,0,1,0,21,Month-to-Month,1,No,DSL,Yes,No,No,Yes,No,Yes,0,Electronic Check,65.78,1381.26,13.53,1,1,5.0,4,65.77428571428571,16.445,65.78,13-24 mo,2,1,1381.38,0
26,Female,0,1,0,16,One Year,1,No,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,1,Mailed Check,20.15,327.61,0.0,0,2,3.2,1,20.475625,20.15,20.15,13-24 mo,2,1,322.4,0
28,Female,0,0,0,6,Month-to-Month,1,Yes,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,1,Electronic Check,31.64,176.09,0.0,0,1,3.9,1,29.348333333333333,31.64,31.64,0-12 mo,1,1,189.84,0
53,Female,0,0,0,7,Two Year,1,No,Fiber Optic,Yes,Yes,No,Yes,No,No,0,Electronic Check,80.81,564.99,29.08,3,0,3.9,4,80.71285714285715,20.2025,80.81,0-12 mo,3,1,565.6700000000001,0
48,Female,0,0,0,13,One Year,1,No,DSL,No,No,No,No,No,No,0,Mailed Check,42.97,532.75,13.31,1,2,2.9,1,40.98076923076923,42.97,42.97,13-24 mo,3,1,558.61,1
38,Male,0,1,0,56,Month-to-Month,1,Yes,DSL,Yes,No,No,No,No,No,1,Electronic Check,49.23,2774.68,1.99,1,0,4.2,2,49.54785714285714,24.615,49.23,49+ mo,1,1,2756.8799999999997,0
57,Male,0,0,0,72,Month-to-Month,1,Yes,Fiber Optic,No,No,No,Yes,Yes,No,1,Bank Transfer,91.09,6558.4800000000005,67.1,2,2,3.0,3,91.09,30.363333333333333,91.09,49+ mo,4,1,6558.4800000000005,0
27,Female,0,1,0,21,Two Year,1,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Yes,1,Electronic Check,110.09,2301.94,7.85,0,1,4.2,5,109.61619047619048,22.018,110.09,13-24 mo,1,1,2311.89,0
30,Female,0,0,0,2,Month-to-Month,1,Yes,DSL,No,No,Yes,No,Yes,No,0,Mailed Check,61.68,163.91,56.31,0,0,2.2,3,81.955,20.56,61.68,0-12 mo,0,0,123.36,1
18,Male,0,1,1,23,Two Year,1,No,DSL,No,No,No,No,Yes,No,0,Electronic Check,62.44,1419.78,43.73,0,0,5.0,2,61.729565217391304,31.22,62.44,13-24 mo,0,0,1436.12,0
34,Male,0,1,0,33,Month-to-Month,0,No Phone,Fiber Optic,No,No,Yes,No,No,Yes,1,Credit Card,66.45,2158.83,1.16,1,0,1.9,2,65.41909090909091,33.225,66.45,25-48 mo,1,1,2192.85,1
63,Male,1,1,0,20,Two Year,1,Yes,DSL,Yes,No,No,Yes,Yes,Yes,0,Mailed Check,67.69,1358.37,17.87,0,2,3.5,5,67.9185,13.538,67.69,13-24 mo,2,1,1353.8,0
56,Male,0,1,1,16,Month-to-Month,1,No,Fiber Optic,No,No,No,No,No,No,1,Electronic Check,71.7,1154.55,14.5,1,0,4.4,1,72.159375,71.7,71.7,13-24 mo,1,1,1147.2,0
46,Male,0,1,1,23,One Year,1,No,DSL,No,No,No,No,No,No,1,Mailed Check,40.86,917.96,31.59,0,2,2.2,1,39.91130434782609,40.86,40.86,13-24 mo,2,1,939.78,1
59,Female,0,0,0,52,Two Year,0,No Phone,Fiber Optic,No,No,Yes,No,Yes,Yes,1,Mailed Check,82.15,4316.72,14.66,0,1,1.4,3,83.01384615384616,27.383333333333336,82.15,49+ mo,1,1,4271.8,1
31,Male,0,1,0,3,One Year,1,Yes,DSL,No,No,No,No,Yes,No,0,Credit Card,69.23,214.26,7.35,1,0,3.3,2,71.42,34.615,69.23,0-12 mo,1,1,207.69,0
43,Male,0,0,0,14,Month-to-Month,1,No,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,1,Electronic Check,28.52,384.46,0.0,1,1,4.3,1,27.46142857142857,28.52,28.52,13-24 mo,2,1,399.28,0
42,Male,0,0,0,4,Two Year,1,No,Fiber Optic,No,No,Yes,No,No,No,1,Electronic Check,69.8,251.54,55.92,0,0,4.5,2,62.885,34.9,69.8,0-12 mo,0,0,279.2,0
41,Female,0,1,1,19,One Year,1,No,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,1,Electronic Check,28.24,533.55,0.0,2,1,3.5,1,28.081578947368417,28.24,28.24,13-24 mo,3,1,536.56,0
47,Male,0,1,0,6,One Year,1,No,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,1,Credit Card,26.67,176.62,0.0,2,0,4.2,1,29.436666666666667,26.67,26.67,0-12 mo,2,1,160.02,0
36,Male,0,1,0,2,Month-to-Month,0,No Phone,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,1,Mailed Check,20.42,20.42,0.0,1,1,3.0,0,10.21,,20.42,0-12 mo,2,1,40.84,0
18,Male,0,0,0,21,Two Year,1,No,Fiber Optic,No,Yes,No,Yes,No,No,0,Credit Card,80.61,1678.71,31.07,0,0,5.0,3,79.93857142857144,26.87,80.61,13-24 mo,0,0,1692.81,0
65,Female,1,0,0,41,Month-to-Month,1,Yes,Fiber Optic,No,Yes,No,No,No,No,1,Credit Card,90.69,3748.63,35.37,0,3,5.0,2,91.43,45.345,90.69,25-48 mo,3,1,3718.29,0
29,Male,0,0,0,41,Month-to-Month,1,No,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,1,Mailed Check,36.74,1530.53,0.0,1,1,4.4,1,37.33,36.74,36.74,25-48 mo,2,1,1506.3400000000001,0
38,Female,0,1,0,15,One Year,1,No,Fiber Optic,No,No,No,No,No,No,0,Electronic Check,56.96,836.03,14.0,1,0,3.3,1,55.73533333333333,56.96,56.96,13-24 mo,1,1,854.4,0
56,Male,0,0,0,24,One Year,1,No,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,0,Credit Card,26.16,641.48,0.0,0,2,3.5,1,26.728333333333335,26.16,26.16,13-24 mo,2,1,627.84,0
28,Female,0,1,0,31,One Year,1,No,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,0,Electronic Check,29.01,883.93,0.0,2,0,2.6,1,28.513870967741934,29.01,29.01,25-48 mo,2,1,899.3100000000001,1
64,Male,1,0,0,12,One Year,1,Yes,DSL,No,No,Yes,Yes,Yes,Yes,0,Bank Transfer,79.54,965.95,30.55,4,1,1.7,5,80.49583333333334,15.908000000000001,79.54,0-12 mo,5,1,954.48,1
22,Female,0,1,1,17,Month-to-Month,1,Yes,DSL,No,No,No,No,Yes,Yes,1,Mailed Check,74.76,1279.99,15.26,3,1,4.5,3,75.29352941176471,24.92,74.76,13-24 mo,4,1,1270.92,0
39,Female,0,1,1,29,Month-to-Month,1,Yes,DSL,Yes,No,No,Yes,No,No,1,Credit Card,60.59,1741.91,109.52,1,0,2.0,3,60.06586206896552,20.19666666666667,60.59,25-48 mo,1,1,1757.1100000000001,1
45,Male,0,1,1,5,Month-to-Month,1,Yes,DSL,No,No,Yes,Yes,Yes,Yes,1,Bank Transfer,79.78,437.73,15.57,0,2,4.2,5,87.546,15.956,79.78,0-12 mo,2,1,398.9,0
27,Female,0,1,0,38,Month-to-Month,1,No,DSL,No,No,No,No,Yes,No,1,Electronic Check,57.01,2163.18,55.47,0,1,4.0,2,56.925789473684205,28.505,57.01,25-48 mo,1,1,2166.38,0
34,Female,0,0,0,23,One Year,1,Yes,Fiber Optic,No,No,No,No,No,No,1,Bank Transfer,79.66,1831.12,45.56,2,0,4.1,1,79.61391304347826,79.66,79.66,13-24 mo,2,1,1832.1799999999998,0
50,Female,0,0,0,24,One Year,1,No,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,1,Electronic Check,34.59,841.4,0.0,2,0,2.8,1,35.05833333333333,34.59,34.59,13-24 mo,2,1,830.1600000000001,1
50,Male,0,0,0,28,Two Year,1,No,Fiber Optic,No,No,No,No,No,Yes,0,Electronic Check,67.72,1873.41,14.56,1,1,1.8,2,66.9075,33.86,67.72,25-48 mo,2,1,1896.1599999999999,1
48,Female,0,1,0,1,One Year,1,Yes,Fiber Optic,No,No,No,No,No,Yes,1,Mailed Check,82.79,83.72,3.26,0,1,1.7,2,83.72,41.395,82.79,0-12 mo,1,1,82.79,1
36,Female,0,0,0,53,Two Year,1,Yes,Fiber Optic,No,No,Yes,Yes,No,No,1,Bank Transfer,89.26,4756.69,8.93,1,3,3.1,3,89.7488679245283,29.753333333333334,89.26,49+ mo,4,1,4730.780000000001,0
52,Female,0,0,0,12,One Year,1,No,Fiber Optic,Yes,No,No,No,No,No,0,Electronic Check,69.51,820.38,66.58,3,0,2.5,2,68.365,34.755,69.51,0-12 mo,3,1,834.1200000000001,1
64,Male,1,0,1,20,One Year,1,No,Fiber Optic,No,Yes,No,No,No,Yes,0,Electronic Check,69.15,1406.58,20.12,0,0,2.5,3,70.329,23.05,69.15,13-24 mo,0,0,1383.0,1
33,Female,0,1,1,3,Month-to-Month,1,Yes,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,1,Bank Transfer,32.81,108.96,0.0,1,0,2.6,1,36.32,32.81,32.81,0-12 mo,1,1,98.43,1
62,Female,1,1,0,72,Two Year,0,No Phone,Fiber Optic,Yes,No,No,Yes,No,Yes,0,Mailed Check,65.86,4740.34,23.63,1,1,3.1,3,65.83805555555556,21.953333333333333,65.86,49+ mo,2,1,4741.92,0
76,Male,1,1,1,12,Month-to-Month,1,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,1,Credit Card,78.15,941.09,0.5,0,0,2.0,6,78.42416666666666,13.025,78.15,0-12 mo,0,0,937.8000000000001,1
34,Female,0,0,0,4,Month-to-Month,1,Yes,DSL,Yes,No,No,Yes,No,No,1,Mailed Check,69.98,260.55,9.88,1,2,4.0,3,65.1375,23.326666666666668,69.98,0-12 mo,3,1,279.92,0
28,Male,0,0,0,11,Month-to-Month,1,No,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,0,Credit Card,35.25,360.93,0.0,0,0,1.7,1,32.81181818181818,35.25,35.25,0-12 mo,0,0,387.75,1
44,Male,0,0,1,24,Two Year,1,Yes,DSL,No,Yes,Yes,No,No,Yes,0,Bank Transfer,72.21,1751.14,15.41,1,1,4.6,4,72.96416666666667,18.0525,72.21,13-24 mo,2,1,1733.04,0
21,Male,0,1,0,10,Two Year,1,No,DSL,Yes,No,No,No,No,Yes,1,Credit Card,59.83,624.29,13.38,2,1,4.4,3,62.428999999999995,19.94333333333333,59.83,0-12 mo,3,1,598.3,0
52,Female,0,0,0,6,Month-to-Month,0,No Phone,Fiber Optic,Yes,No,No,Yes,Yes,No,1,Bank Transfer,80.72,444.47,29.13,2,3,2.7,3,74.07833333333333,26.906666666666666,80.72,0-12 mo,5,1,484.32,1
28,Male,0,0,0,9,Month-to-Month,0,No Phone,DSL,No,Yes,No,No,No,Yes,0,Bank Transfer,51.59,473.7,50.9,3,2,4.6,2,52.63333333333333,25.795,51.59,0-12 mo,5,1,464.31000000000006,0
49,Female,0,1,1,13,Month-to-Month,1,Yes,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,1,Electronic Check,34.68,409.62,0.0,2,1,4.3,1,31.50923076923077,34.68,34.68,13-24 mo,3,1,450.84,0
71,Male,1,0,0,4,One Year,1,No,Fiber Optic,No,Yes,Yes,No,No,No,0,Mailed Check,78.38,316.83,35.24,2,3,4.9,3,79.2075,26.126666666666665,78.38,0-12 mo,5,1,313.52,0
35,Female,0,0,1,35,Month-to-Month,1,Yes,Fiber Optic,No,Yes,Yes,No,No,No,1,Electronic Check,82.67,2936.38,25.94,4,3,3.7,3,83.89657142857143,27.55666666666667,82.67,25-48 mo,7,1,2893.4500000000003,0
30,Female,0,0,0,19,One Year,0,No Phone,DSL,Yes,No,No,Yes,No,Yes,0,Bank Transfer,56.73,1097.01,30.91,2,0,3.4,3,57.73736842105263,18.91,56.73,13-24 mo,2,1,1077.87,0
35,Male,0,1,0,25,Month-to-Month,1,No,Fiber Optic,No,Yes,No,No,Yes,No,0,Credit Card,76.86,1929.36,0.5,1,2,4.3,3,77.17439999999999,25.62,76.86,25-48 mo,3,1,1921.5,0
60,Male,1,0,0,29,Two Year,0,No Phone,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,1,Electronic Check,20.33,604.03,0.0,1,0,3.2,0,20.82862068965517,,20.33,25-48 mo,1,1,589.5699999999999,0
59,Female,0,0,0,6,One Year,1,No,DSL,Yes,Yes,Yes,No,Yes,Yes,0,Credit Card,70.78,404.21,14.56,1,1,4.5,6,67.36833333333333,11.796666666666667,70.78,0-12 mo,2,1,424.68,0
32,Male,0,1,1,49,Month-to-Month,1,No,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,1,Mailed Check,32.01,1561.55,0.0,0,0,1.8,1,31.868367346938776,32.01,32.01,49+ mo,0,0,1568.49,1
44,Male,0,1,0,40,Month-to-Month,1,No,Fiber Optic,No,Yes,No,No,Yes,Yes,0,Bank Transfer,103.53,4134.07,6.69,0,1,,4,103.35175,25.8825,103.53,25-48 mo,1,1,4141.2,0
46,Male,0,1,0,13,Two Year,1,Yes,DSL,No,No,Yes,No,No,Yes,1,Mailed Check,69.35,916.65,0.66,1,2,4.1,3,70.51153846153846,23.116666666666664,69.35,13-24 mo,3,1,901.55,0
34,Female,0,1,1,54,One Year,1,Yes,Fiber Optic,No,Yes,Yes,No,Yes,No,1,Credit Card,85.9,4662.6,20.12,0,0,3.4,4,86.34444444444445,21.475,85.9,49+ mo,0,0,4638.6,0
43,Female,0,0,0,6,Month-to-Month,1,No,Fiber Optic,Yes,Yes,Yes,No,Yes,No,0,Mailed Check,92.12,570.27,17.28,0,0,3.8,5,95.045,18.424,92.12,0-12 mo,0,0,552.72,0
25,Female,0,0,0,35,Two Year,1,No,Fiber Optic,Yes,No,No,No,Yes,No,1,Credit Card,99.4,3497.67,48.93,1,0,5.0,3,99.93342857142858,33.13333333333333,99.4,25-48 mo,1,1,3479.0,0
39,Male,0,1,1,52,Two Year,1,Yes,DSL,Yes,No,No,No,Yes,No,1,Credit Card,71.74,3717.63,0.93,0,1,1.8,3,71.49288461538461,23.91333333333333,71.74,49+ mo,1,1,3730.4799999999996,1
29,Male,0,1,1,1,One Year,1,Yes,Fiber Optic,Yes,Yes,No,No,No,No,1,Electronic Check,74.57,106.27,6.16,2,0,3.7,3,106.27,24.856666666666666,74.57,0-12 mo,2,1,74.57,0
38,Female,0,0,0,21,Month-to-Month,1,Yes,Fiber Optic,No,No,Yes,No,No,No,0,Electronic Check,78.54,1664.12,13.39,0,0,2.7,2,79.24380952380952,39.27,78.54,13-24 mo,0,0,1649.3400000000001,1
56,Female,0,1,1,2,Month-to-Month,1,No,DSL,No,No,No,No,No,No,1,Bank Transfer,41.23,75.32,19.61,0,0,5.0,1,37.66,41.23,41.23,0-12 mo,0,0,82.46,0
42,Female,0,0,0,17,Month-to-Month,0,No Phone,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,1,Electronic Check,18.0,313.66,0.0,0,1,3.5,0,18.45058823529412,,18.0,13-24 mo,1,1,306.0,0
22,Female,0,0,0,55,Two Year,1,Yes,DSL,No,No,Yes,No,No,Yes,0,Bank Transfer,64.09,3504.46,25.58,0,2,4.9,3,63.717454545454544,21.363333333333333,64.09,49+ mo,2,1,3524.9500000000003,0
35,Female,0,0,0,51,Two Year,1,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,No,0,Bank Transfer,105.68,5374.25,4.24,2,0,4.3,5,105.37745098039215,21.136000000000003,105.68,49+ mo,2,1,5389.68,0
65,Female,1,1,0,46,Month-to-Month,1,Yes,Fiber Optic,No,Yes,No,Yes,No,Yes,0,Bank Transfer,93.52,4322.39,85.97,1,2,2.7,4,93.965,23.38,93.52,25-48 mo,3,1,4301.92,1
51,Male,0,0,0,23,Two Year,1,No,Fiber Optic,Yes,Yes,No,No,Yes,Yes,0,Electronic Check,91.11,2131.59,33.1,1,0,5.0,5,92.67782608695653,18.222,91.11,13-24 mo,1,1,2095.53,0
80,Female,1,0,0,4,Two Year,1,No,DSL,Yes,No,No,Yes,Yes,No,1,Credit Card,72.11,297.29,15.41,1,1,5.0,4,74.3225,18.0275,72.11,0-12 mo,2,1,288.44,0
42,Male,0,1,0,52,Two Year,1,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,1,Bank Transfer,96.93,5069.31,8.18,0,0,4.6,5,97.48673076923077,19.386000000000003,96.93,49+ mo,0,0,5040.360000000001,0
67,Male,1,1,1,1,Month-to-Month,1,No,Fiber Optic,Yes,Yes,Yes,No,No,Yes,1,Bank Transfer,88.7,117.43,16.31,1,0,2.9,5,117.43,17.740000000000002,88.7,0-12 mo,1,1,88.7,1
28,Female,0,1,0,72,Two Year,1,Yes,DSL,Yes,Yes,No,No,Yes,No,1,Mailed Check,76.35,5497.2,2.08,0,0,4.0,4,76.35,19.0875,76.35,49+ mo,0,0,5497.2,0
65,Male,1,0,0,19,Month-to-Month,1,Yes,DSL,Yes,Yes,Yes,No,No,Yes,1,Credit Card,79.35,1504.64,19.25,4,1,2.6,5,79.19157894736843,15.87,79.35,13-24 mo,5,1,1507.6499999999999,1
33,Male,0,0,1,49,One Year,1,Yes,Fiber Optic,No,No,No,No,No,No,1,Credit Card,74.12,3630.33,12.16,1,1,2.9,1,74.08836734693877,74.12,74.12,49+ mo,2,1,3631.88,1
24,Female,0,0,0,2,Month-to-Month,1,No,DSL,No,No,No,No,Yes,No,0,Electronic Check,53.55,95.41,25.0,0,1,5.0,2,47.705,26.775,53.55,0-12 mo,1,1,107.1,0
20,Male,0,1,1,5,Month-to-Month,1,No,Fiber Optic,No,No,No,No,No,No,0,Bank Transfer,61.07,276.74,4.17,2,0,4.6,1,55.348,61.07,61.07,0-12 mo,2,1,305.35,0
52,Male,0,1,1,72,Month-to-Month,1,Yes,DSL,Yes,No,No,No,Yes,Yes,0,Credit Card,81.05,5835.599999999999,8.14,0,2,3.3,4,81.05,20.2625,81.05,49+ mo,2,1,5835.599999999999,0
36,Male,0,1,1,29,One Year,1,Yes,DSL,Yes,Yes,No,Yes,No,Yes,0,Electronic Check,75.94,2199.77,8.2,0,2,2.4,5,75.85413793103449,15.187999999999999,75.94,25-48 mo,2,1,2202.2599999999998,1
45,Male,0,0,0,11,One Year,1,No,DSL,Yes,No,No,Yes,No,Yes,1,Credit Card,67.97,758.19,48.57,1,2,4.7,4,68.92636363636365,16.9925,67.97,0-12 mo,3,1,747.67,0
53,Female,0,1,1,36,One Year,1,Yes,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,0,Credit Card,33.36,1167.17,0.0,1,0,2.2,1,32.42138888888889,33.36,33.36,25-48 mo,1,1,1200.96,1
18,Female,0,0,0,11,Month-to-Month,1,Yes,DSL,No,No,No,No,No,No,0,Credit Card,59.83,668.6,0.77,0,1,3.6,1,60.78181818181818,59.83,59.83,0-12 mo,1,1,658.13,0
27,Male,0,1,1,46,Month-to-Month,1,No,Fiber Optic,No,No,Yes,Yes,No,Yes,1,Mailed Check,96.54,4433.32,7.88,2,0,2.8,4,96.37652173913042,24.135,96.54,25-48 mo,2,1,4440.84,1
42,Male,0,1,0,1,Two Year,0,No Phone,Fiber Optic,No,No,No,No,No,No,1,Credit Card,47.18,48.46,8.14,1,1,4.9,0,48.46,,47.18,0-12 mo,2,1,47.18,0
71,Male,1,1,0,26,Month-to-Month,1,Yes,Fiber Optic,No,Yes,No,No,No,Yes,1,Credit Card,92.71,2435.59,53.01,1,0,2.2,3,93.67653846153847,30.903333333333332,92.71,25-48 mo,1,1,2410.46,1
